tm,ma,mx,my,mz,ta,aa,ax,ay,az
116448.635079125,677.7930271155599,168.3337249755859,-19.20820617675781,-656.2760009765625,116448.602606125,1.057304767336529,0.0488739013671875,-0.2431640625,-1.027801513671875
116448.605508125,677.1341630507462,168.3337249755859,-18.85897827148438,-655.6056518554688,116448.572992125,1.049606026992668,0.0247955322265625,-0.26995849609375,-1.013992309570312
116448.575972125,677.7540980971033,167.4606170654297,-19.73207092285156,-656.443603515625,116448.543376125,1.047923424017335,0.1118927001953125,-0.3310394287109375,-0.987945556640625
116448.546453125,677.3436014582552,167.9844818115234,-17.81124877929688,-655.9407958984375,116448.513769125,0.865227921259472,-0.08636474609375,-0.2051544189453125,-0.8361053466796875
116448.516932125,677.6103360116742,165.7144165039062,-18.33511352539062,-656.7787475585938,116448.484145125,1.008444991548095,-0.0404052734375,-0.2588653564453125,-0.97381591796875
116448.487393125,678.9853215223573,166.5875244140625,-19.20820617675781,-657.951904296875,116448.454532125,0.9785036442740841,-0.0300445556640625,-0.26824951171875,-0.9405364990234375
116448.457824125,678.5410696562109,165.8890380859375,-20.95440673828125,-657.61669921875,116448.424916125,0.9770569531857274,-0.009429931640625,-0.26080322265625,-0.941558837890625
116448.428256125,676.4399541976965,164.6667022705078,-20.43055725097656,-655.773193359375,116448.395304125,0.9831774701536455,-0.0015106201171875,-0.2643890380859375,-0.94696044921875
116448.398689125,676.7063975145516,165.7144165039062,-20.77978515625,-655.773193359375,116448.365689125,0.9866779701936157,0.0104827880859375,-0.2430267333984375,-0.9562225341796875
116448.369116125,676.6263669844952,165.7144165039062,-17.98587036132812,-655.773193359375,116448.336077125,1.013258702470103,0.005828857421875,-0.2431182861328125,-0.983642578125
116448.339546125,677.0557397640455,166.0636596679688,-18.68435668945312,-656.1083984375,116448.306465125,1.00690162337587,-0.0399322509765625,-0.2772216796875,-0.9671630859375
116448.309977125,677.1542080406416,165.0159454345703,-19.73207092285156,-656.443603515625,116448.276852125,1.000260233313183,-0.0299530029296875,-0.2693023681640625,-0.962860107421875
116448.280405125,676.5993281365106,164.8413238525391,-18.85897827148438,-655.9407958984375,116448.247239125,1.027511609029203,-0.023590087890625,-0.2291412353515625,-1.001358032226562
116448.250837125,676.7714114579469,165.0159454345703,-17.63662719726562,-656.1083984375,116448.217627125,1.073895330835105,-0.03997802734375,-0.236358642578125,-1.046798706054688
116448.221264125,677.3047687535751,165.7144165039062,-19.03358459472656,-656.443603515625,116448.188014125,1.027559673463889,-0.029052734375,-0.2938385009765625,-0.984222412109375
116448.191937125,677.228378946755,166.23828125,-17.46200561523438,-656.2760009765625,116448.158402125,1.019014904314811,0.020751953125,-0.259796142578125,-0.9851226806640625
116448.162368125,677.1616156050591,167.2859954833984,-17.46200561523438,-655.9407958984375,116448.128786125,1.052399103541523,0.01629638671875,-0.2300872802734375,-1.026809692382812
116448.132807125,675.652984600247,167.1113739013672,-17.28738403320312,-654.4324951171875,116448.099175125,1.076032792366378,0.060546875,-0.18310546875,-1.058609008789062
116448.103230125,677.2890372498894,168.5083312988281,-16.93815612792969,-655.773193359375,116448.069565125,1.038583870229995,0.11688232421875,-0.224945068359375,-1.007171630859375
116448.073657125,677.0072815929341,169.3814392089844,-16.41429138183594,-655.2704467773438,116448.039956125,0.9969706534571918,0.070037841796875,-0.2261199951171875,-0.9684600830078125
116448.044094125,676.1322144365007,168.3337249755859,-17.81124877929688,-654.60009765625,116448.010353125,1.089624743734774,0.2034454345703125,-0.2667999267578125,-1.03668212890625
116448.014526125,676.6401832105164,169.0321960449219,-18.16049194335938,-654.935302734375,116447.980729125,1.097648369643748,0.2145843505859375,-0.2160491943359375,-1.0545654296875
116447.984962125,675.5526245828237,170.6037750244141,-17.28738403320312,-653.427001953125,116447.951116125,1.045213600907491,0.1334075927734375,-0.2354736328125,-1.009567260742188
